official_split	location_id	acquisition_date	sample_id	anchor_sample_id	cosine_similarity	row_best_nonassigned_similarity	assignment_margin	link_method
train	train_embedding_linked_location_12	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0463	weedsgalore_official_dataset:2023-05-25:2023-05-25_0463	1.0			anchor
train	train_embedding_linked_location_13	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0468	weedsgalore_official_dataset:2023-05-25:2023-05-25_0468	1.0			anchor
train	train_embedding_linked_location_14	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0486	weedsgalore_official_dataset:2023-05-25:2023-05-25_0486	1.0			anchor
train	train_embedding_linked_location_15	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0500	weedsgalore_official_dataset:2023-05-25:2023-05-25_0500	1.0			anchor
train	train_embedding_linked_location_16	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0640	weedsgalore_official_dataset:2023-05-25:2023-05-25_0640	1.0			anchor
train	train_embedding_linked_location_17	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0670	weedsgalore_official_dataset:2023-05-25:2023-05-25_0670	1.0			anchor
train	train_embedding_linked_location_18	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0672	weedsgalore_official_dataset:2023-05-25:2023-05-25_0672	1.0			anchor
train	train_embedding_linked_location_19	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0695	weedsgalore_official_dataset:2023-05-25:2023-05-25_0695	1.0			anchor
train	train_embedding_linked_location_20	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0740	weedsgalore_official_dataset:2023-05-25:2023-05-25_0740	1.0			anchor
train	train_embedding_linked_location_21	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0743	weedsgalore_official_dataset:2023-05-25:2023-05-25_0743	1.0			anchor
train	train_embedding_linked_location_22	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0776	weedsgalore_official_dataset:2023-05-25:2023-05-25_0776	1.0			anchor
train	train_embedding_linked_location_23	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0780	weedsgalore_official_dataset:2023-05-25:2023-05-25_0780	1.0			anchor
train	train_embedding_linked_location_24	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0932	weedsgalore_official_dataset:2023-05-25:2023-05-25_0932	1.0			anchor
train	train_embedding_linked_location_25	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0937	weedsgalore_official_dataset:2023-05-25:2023-05-25_0937	1.0			anchor
train	train_embedding_linked_location_26	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0955	weedsgalore_official_dataset:2023-05-25:2023-05-25_0955	1.0			anchor
train	train_embedding_linked_location_27	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0958	weedsgalore_official_dataset:2023-05-25:2023-05-25_0958	1.0			anchor
train	train_embedding_linked_location_28	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_1002	weedsgalore_official_dataset:2023-05-25:2023-05-25_1002	1.0			anchor
train	train_embedding_linked_location_29	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_1060	weedsgalore_official_dataset:2023-05-25:2023-05-25_1060	1.0			anchor
train	train_embedding_linked_location_30	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_1064	weedsgalore_official_dataset:2023-05-25:2023-05-25_1064	1.0			anchor
train	train_embedding_linked_location_31	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_1074	weedsgalore_official_dataset:2023-05-25:2023-05-25_1074	1.0			anchor
train	train_embedding_linked_location_00	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0049	weedsgalore_official_dataset:2023-05-25:2023-05-25_0119	0.9218431127762354	0.9013898821311853	0.020453230645050113	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_01	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0075	weedsgalore_official_dataset:2023-05-25:2023-05-25_0147	0.8859954585962426	0.9416406263601121	-0.05564516776386952	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_15	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0078	weedsgalore_official_dataset:2023-05-25:2023-05-25_0500	0.7864647151233733	0.9102169743806975	-0.12375225925732414	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_02	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0086	weedsgalore_official_dataset:2023-05-25:2023-05-25_0150	0.9322116060579679	0.9244876422698656	0.0077239637881023615	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_04	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0120	weedsgalore_official_dataset:2023-05-25:2023-05-25_0189	0.7720449140343365	0.8918075003426009	-0.11976258630826442	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_13	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0147	weedsgalore_official_dataset:2023-05-25:2023-05-25_0468	0.7356123196179992	0.8370720957563861	-0.10145977613838686	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_10	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0150	weedsgalore_official_dataset:2023-05-25:2023-05-25_0383	0.7907681003000218	0.8372388158822136	-0.046470715582191846	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_07	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0155	weedsgalore_official_dataset:2023-05-25:2023-05-25_0228	0.8625611530421963	0.933675240827067	-0.07111408778487072	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_25	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0321	weedsgalore_official_dataset:2023-05-25:2023-05-25_0937	0.7003924437749152	0.8379115776989978	-0.13751913392408266	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_05	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0325	weedsgalore_official_dataset:2023-05-25:2023-05-25_0219	0.8546765704356246	0.7396901930287566	0.11498637740686801	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_08	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0340	weedsgalore_official_dataset:2023-05-25:2023-05-25_0363	0.7670150958599532	0.8095204499592591	-0.04250535409930589	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_06	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0360	weedsgalore_official_dataset:2023-05-25:2023-05-25_0222	0.8267289066336411	0.9203734289070478	-0.0936445222734067	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_14	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0432	weedsgalore_official_dataset:2023-05-25:2023-05-25_0486	0.7591143088814591	0.814389307572604	-0.05527499869114483	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_22	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0450	weedsgalore_official_dataset:2023-05-25:2023-05-25_0776	0.8670308004047425	0.9146456720469917	-0.0476148716422492	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_12	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0454	weedsgalore_official_dataset:2023-05-25:2023-05-25_0463	0.9583627861540811	0.909439190524047	0.04892359563003412	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_27	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0487	weedsgalore_official_dataset:2023-05-25:2023-05-25_0958	0.8573267644152582	0.8921249780533234	-0.03479821363806512	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_16	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0621	weedsgalore_official_dataset:2023-05-25:2023-05-25_0640	0.7488748759089061	0.8840457158973911	-0.135170839988485	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_09	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0639	weedsgalore_official_dataset:2023-05-25:2023-05-25_0379	0.8554460812364103	0.8917114707929197	-0.036265389556509375	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_18	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0661	weedsgalore_official_dataset:2023-05-25:2023-05-25_0672	0.7154886549926969	0.8753908069148081	-0.1599021519221112	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_03	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0663	weedsgalore_official_dataset:2023-05-25:2023-05-25_0158	0.7771483134736303	0.8102907244255924	-0.03314241095196202	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_21	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0727	weedsgalore_official_dataset:2023-05-25:2023-05-25_0743	0.8581038287464346	0.9287753515763212	-0.07067152282988653	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_20	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0730	weedsgalore_official_dataset:2023-05-25:2023-05-25_0740	0.7636853722877961	0.8797236880127592	-0.11603831572496315	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_28	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0756	weedsgalore_official_dataset:2023-05-25:2023-05-25_1002	0.7268243771402023	0.7584656646091638	-0.03164128746896144	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_23	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0760	weedsgalore_official_dataset:2023-05-25:2023-05-25_0780	0.8273968999670456	0.9076225044975856	-0.08022560453054006	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_17	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0875	weedsgalore_official_dataset:2023-05-25:2023-05-25_0670	0.6665977569926876	0.8881499363754826	-0.22155217938279492	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_24	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0880	weedsgalore_official_dataset:2023-05-25:2023-05-25_0932	0.8497850012883912	0.9303112161425049	-0.08052621485411371	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_11	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0923	weedsgalore_official_dataset:2023-05-25:2023-05-25_0416	0.8480357397031035	0.9105700112561321	-0.0625342715530286	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_26	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0927	weedsgalore_official_dataset:2023-05-25:2023-05-25_0955	0.902007788325599	0.8864988162042058	0.015508972121393239	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_19	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0945	weedsgalore_official_dataset:2023-05-25:2023-05-25_0695	0.7095816594430172	0.9258477499081659	-0.21626609046514866	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_31	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_1011	weedsgalore_official_dataset:2023-05-25:2023-05-25_1074	0.9445086134813002	0.9121627118096145	0.03234590167168572	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_30	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_1021	weedsgalore_official_dataset:2023-05-25:2023-05-25_1064	0.8803014021296063	0.901858055046477	-0.0215566529168707	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_29	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_1025	weedsgalore_official_dataset:2023-05-25:2023-05-25_1060	0.7142995081933186	0.8919424505058035	-0.1776429423124849	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_00	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0156	weedsgalore_official_dataset:2023-05-25:2023-05-25_0119	0.8658625447684103	0.8396385428998173	0.026224001868592972	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_01	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0188	weedsgalore_official_dataset:2023-05-25:2023-05-25_0147	0.8260984255875252	0.909639419190494	-0.08354099360296874	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_18	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0197	weedsgalore_official_dataset:2023-05-25:2023-05-25_0672	0.7618274644766505	0.8484901317327795	-0.08666266725612903	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_02	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0200	weedsgalore_official_dataset:2023-05-25:2023-05-25_0150	0.8346775561392634	0.9017011831590804	-0.06702362701981701	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_04	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0225	weedsgalore_official_dataset:2023-05-25:2023-05-25_0189	0.7802402361350377	0.8699240605570061	-0.08968382442196843	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_28	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0258	weedsgalore_official_dataset:2023-05-25:2023-05-25_1002	0.7392377210657515	0.8441780791032223	-0.10494035803747082	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_06	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0264	weedsgalore_official_dataset:2023-05-25:2023-05-25_0222	0.8040920610826319	0.8025414983656509	0.0015505627169809522	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_03	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0267	weedsgalore_official_dataset:2023-05-25:2023-05-25_0158	0.641500149861166	0.8243613429675458	-0.18286119310637983	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_23	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0353	weedsgalore_official_dataset:2023-05-25:2023-05-25_0780	0.8652448413475161	0.8770044078725161	-0.011759566524999987	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_13	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0368	weedsgalore_official_dataset:2023-05-25:2023-05-25_0468	0.8139463397251526	0.896445909274052	-0.08249956954889937	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_25	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0372	weedsgalore_official_dataset:2023-05-25:2023-05-25_0937	0.7676514303888164	0.7941647342847913	-0.026513303895974838	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_12	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0405	weedsgalore_official_dataset:2023-05-25:2023-05-25_0463	0.8022007406003944	0.8647855939127275	-0.0625848533123331	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_10	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0451	weedsgalore_official_dataset:2023-05-25:2023-05-25_0383	0.818932470673853	0.8771346492737288	-0.058202178599875753	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_14	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0455	weedsgalore_official_dataset:2023-05-25:2023-05-25_0486	0.6501837532261794	0.8147405001224793	-0.16455674689629995	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_27	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0473	weedsgalore_official_dataset:2023-05-25:2023-05-25_0958	0.7301126384822267	0.8331468083657838	-0.10303416988355707	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_09	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0484	weedsgalore_official_dataset:2023-05-25:2023-05-25_0379	0.7959982955866083	0.8491593057164959	-0.05316101012988761	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_11	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0625	weedsgalore_official_dataset:2023-05-25:2023-05-25_0416	0.6661825460216966	0.8308288587845369	-0.16464631276284036	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_08	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0656	weedsgalore_official_dataset:2023-05-25:2023-05-25_0363	0.7580750908372103	0.8037897646424814	-0.045714673805271167	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_21	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0658	weedsgalore_official_dataset:2023-05-25:2023-05-25_0743	0.663920608747839	0.7725850166359736	-0.10866440788813458	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_07	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0680	weedsgalore_official_dataset:2023-05-25:2023-05-25_0228	0.7667319127193584	0.8188407363440438	-0.052108823624685385	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_31	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0725	weedsgalore_official_dataset:2023-05-25:2023-05-25_1074	0.7391728517365905	0.7938430194981477	-0.0546701677615572	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_05	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0728	weedsgalore_official_dataset:2023-05-25:2023-05-25_0219	0.8468773018952319	0.787997607208913	0.05887969468631893	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_22	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0760	weedsgalore_official_dataset:2023-05-25:2023-05-25_0776	0.6995043802333061	0.776228261620195	-0.0767238813868889	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_26	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0764	weedsgalore_official_dataset:2023-05-25:2023-05-25_0955	0.5999984072846929	0.7688239651151955	-0.16882555783050257	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_16	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0917	weedsgalore_official_dataset:2023-05-25:2023-05-25_0640	0.8286458987853103	0.8899246632998287	-0.06127876451451841	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_20	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0922	weedsgalore_official_dataset:2023-05-25:2023-05-25_0740	0.7125067629249583	0.7883724470333726	-0.07586568410841432	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_30	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0942	weedsgalore_official_dataset:2023-05-25:2023-05-25_1064	0.7854827609322059	0.8114394818560268	-0.025956720923820842	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_15	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0945	weedsgalore_official_dataset:2023-05-25:2023-05-25_0500	0.8361261685942026	0.8960454917490978	-0.05991932315489512	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_24	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0989	weedsgalore_official_dataset:2023-05-25:2023-05-25_0932	0.7298726738902865	0.7999506031189136	-0.0700779292286271	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_29	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_1048	weedsgalore_official_dataset:2023-05-25:2023-05-25_1060	0.6557194895420786	0.6918974019390447	-0.036177912396966105	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_19	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_1052	weedsgalore_official_dataset:2023-05-25:2023-05-25_0695	0.6490184690358561	0.7484886502736009	-0.09947018123774476	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_17	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_1062	weedsgalore_official_dataset:2023-05-25:2023-05-25_0670	0.7317431224514167	0.8621331753857426	-0.13039005293432593	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_07	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_0149	weedsgalore_official_dataset:2023-05-25:2023-05-25_0228	0.5446962030262317	0.6304285325013068	-0.08573232947507514	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_09	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_0157	weedsgalore_official_dataset:2023-05-25:2023-05-25_0379	0.6403879135716892	0.7051084474574196	-0.0647205338857304	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_22	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_0454	weedsgalore_official_dataset:2023-05-25:2023-05-25_0776	0.37067820959778497	0.46497981460909843	-0.09430160501131346	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_05	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_0472	weedsgalore_official_dataset:2023-05-25:2023-05-25_0219	0.48805319957044	0.3606630406019482	0.12739015896849182	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_06	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_0728	weedsgalore_official_dataset:2023-05-25:2023-05-25_0222	0.404063420821242	0.5164902700284902	-0.11242684920724821	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_01	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_0763	weedsgalore_official_dataset:2023-05-25:2023-05-25_0147	0.23440704661147935	0.33276620533811485	-0.0983591587266355	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_15	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_0996	weedsgalore_official_dataset:2023-05-25:2023-05-25_0500	0.3412159216892518	0.41905760761455924	-0.07784168592530744	within_split_global_Hungarian_DINOv2_cosine
train	train_embedding_linked_location_14	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_1056	weedsgalore_official_dataset:2023-05-25:2023-05-25_0486	0.30853460433491653	0.3809968619797413	-0.07246225764482478	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_00	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0402	weedsgalore_official_dataset:2023-05-25:2023-05-25_0402	1.0			anchor
val	val_embedding_linked_location_01	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0406	weedsgalore_official_dataset:2023-05-25:2023-05-25_0406	1.0			anchor
val	val_embedding_linked_location_02	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0473	weedsgalore_official_dataset:2023-05-25:2023-05-25_0473	1.0			anchor
val	val_embedding_linked_location_03	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0476	weedsgalore_official_dataset:2023-05-25:2023-05-25_0476	1.0			anchor
val	val_embedding_linked_location_04	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0966	weedsgalore_official_dataset:2023-05-25:2023-05-25_0966	1.0			anchor
val	val_embedding_linked_location_05	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0969	weedsgalore_official_dataset:2023-05-25:2023-05-25_0969	1.0			anchor
val	val_embedding_linked_location_06	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_1051	weedsgalore_official_dataset:2023-05-25:2023-05-25_1051	1.0			anchor
val	val_embedding_linked_location_07	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_1055	weedsgalore_official_dataset:2023-05-25:2023-05-25_1055	1.0			anchor
val	val_embedding_linked_location_01	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0370	weedsgalore_official_dataset:2023-05-25:2023-05-25_0406	0.7197319188453986	0.710616240558121	0.009115678287277551	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_00	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0374	weedsgalore_official_dataset:2023-05-25:2023-05-25_0402	0.8697326969331154	0.8969824507605639	-0.027249753827448542	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_03	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0442	weedsgalore_official_dataset:2023-05-25:2023-05-25_0476	0.8036823777088213	0.8417807239000749	-0.03809834619125352	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_02	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0445	weedsgalore_official_dataset:2023-05-25:2023-05-25_0473	0.9011910039507264	0.8623426051727177	0.03884839877800872	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_05	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0912	weedsgalore_official_dataset:2023-05-25:2023-05-25_0969	0.8279983995346252	0.8434852436050083	-0.015486844070383143	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_04	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0915	weedsgalore_official_dataset:2023-05-25:2023-05-25_0966	0.8194078773122824	0.8495305405831854	-0.03012266327090307	within_split_global_Hungarian_DINOv2_cosine
