image_id	source_width	source_height	rgb_relative_path	annotation_relative_path	vegetation_mask_relative_path	rgb_sha256	annotation_sha256	vegetation_mask_sha256
011	1296	966	images/011_image.png	annotations/011_annotation.png	masks/011_mask.png	4b59bd122681f0bf2eda3c2135a559ebf0a0e5af81af997be28761ff507dafa6	ec865386c7bae9a135da76dfdaaa47bc583ef1afacaaea37601e32e16428318d	455f1f9dcd7a5e56947dd7f7136184cb00f4f971b13a8a0914f6febcb400e9a4
012	1296	966	images/012_image.png	annotations/012_annotation.png	masks/012_mask.png	c575c44c061a0c17cf971f1c945c15acac11b9741fdfdfbda7c671e9c4805b5e	cbb7e324cd7c08797950e81655da2be617a1bb54247b09530517fbff864cb929	f212de0118339992374110b9afa61b6d081d233414aa512f9650d554fcd19b16
013	1296	966	images/013_image.png	annotations/013_annotation.png	masks/013_mask.png	4a0888e091f595d41f64ed42e7010b977c5050589d167696757411e253e13e20	e661759046a87824f09dc3fba7a60f59ce15d8ca35e7346f9dad9d0316affa21	79a0407d8c983b6cfc5d5f7bb1a8eb4c6e6c65a79ee60e4233002a75d7fb7b02
014	1296	966	images/014_image.png	annotations/014_annotation.png	masks/014_mask.png	8192cf52680aa058efe9e83f9fc48f0bff91148746e5fadd639aa0b76845339f	d46584102148c026c823be2217865a0d71e45a4dbe4d10f4a8b34f449091f5fa	4bc2282b57e4cae05d22574f92cb1e4e556d296a9e4986fa0103d8ff9298d9af
015	1296	966	images/015_image.png	annotations/015_annotation.png	masks/015_mask.png	202c7f8cd9c3f4e7b120b824c093ce23850a1f4646fc47d63675bc73b37c8e56	57c5f34efd7763dce651a6f8f82f854b237906f7a86d5250c9ffe14a075b026a	9b6f137a48e73c055188d883b7e2fe9344b2f3d2bba75a5f0c55b9d76476b58b
016	1296	966	images/016_image.png	annotations/016_annotation.png	masks/016_mask.png	779a95c22c15a6102c4b2219b93c5dcad517ab180188ab57303ad1045c35d218	5350bca589c2d8d4153a319eb0d73bbe5f2804dcb552e8239c0fac9352781edf	c2bde8537b5d20ba461ae76777fb880e9e459093b62c7900fe0e79db61446305
017	1296	966	images/017_image.png	annotations/017_annotation.png	masks/017_mask.png	801bcf2d3057ec2863f334033d9233daffe7fc91549a684220859c362d0da170	2af9395e15f12e238e7924dfd11198131cf90cea1caa9e12e93eaa36b0632c96	811cdff12472d1ad7c64a74bb102fc4850085a4e934c6159a4b2d4c9699f6ac2
018	1296	966	images/018_image.png	annotations/018_annotation.png	masks/018_mask.png	5fc290963ea1ebf25a5386b9f1150309a59d5b426d17fe4022b498b3ea1fbe3d	104f49ca6be518aadbbe3149fa99793f0d3f9e86bf6ef03617c386d3958a9628	7c1ebed4b9931ba04ed0bf379988e58149c3550b2b56b58590a0e26d059ac073
019	1296	966	images/019_image.png	annotations/019_annotation.png	masks/019_mask.png	5dab87a8b9caef5fea5303048c71c5d26a05fc576349acdcec35c47b5eb3a388	02ca4d3441fb0b661d0169df6de117d9d60499e9076d42290ecede2b3b28b0c4	658f0b0b38565538bfa11da614cfa607c90ebad84703321d15c7b1983b4fe150
020	1296	966	images/020_image.png	annotations/020_annotation.png	masks/020_mask.png	f38fd3433d0e07b8a5dfac535ddcf6c0293a91984ab6e72871dbb2b7ba06c02b	71049491d3fd3dbdfc0508964fd7f32547f99ae3fad7cde36540f1c582c2e952	d998702caaeb561ce8f60137750551ceaf65bff80eda3aa71a431a0bfe96ed40
021	1296	966	images/021_image.png	annotations/021_annotation.png	masks/021_mask.png	0a54ac7ebe69583cb1f466763d15a105346079a1dd4d1b0e17b2149cfb37c5b2	2b62e65f0b7316490d007b8aedf8928be8e94b6b8dcdc9fd308abc39a542dd8b	4c67c26823074a3152ccaa9a83ab205f6f7b6fcc7a205512c3afe9c455473078
022	1296	966	images/022_image.png	annotations/022_annotation.png	masks/022_mask.png	0a907dc475d21c27b909f46b0c80f28aa64cdee0e1ffc4e03ef47905c98dcc25	43ad72c5331c220e5310fe7fcfd9f2cefb770f9f71fe635f37b576161ca9365e	daa0c5cff6e28a9611bd35a6543749aed1cd421daf24016832801308c6b2ab5a
023	1296	966	images/023_image.png	annotations/023_annotation.png	masks/023_mask.png	5a5a10801905b0832ce4b4bbd2fe0a19d93eb87ec4f03555bc4b8d8b8cc63fad	5d77a4e653de2a9007624929648c3b5729bdd363a559f8dda06cdfe05ef3fecb	8a1baea620ccdf4ef46a57d607ae5b38da99d080d5d0803f94afe9f97e122ae1
024	1296	966	images/024_image.png	annotations/024_annotation.png	masks/024_mask.png	6254358545cd1a145fdaf5467af5d59145dfcc55662cea2ce19c6b65d94d6f59	9c1c167cd3a02d3c14cabf3abce54e049ac9dad95c72120f4191c31d15a07dfe	44c2f46fe131f9fbbe2663fd110d09acc604515ab5be1810c1353d5141db915c
025	1296	966	images/025_image.png	annotations/025_annotation.png	masks/025_mask.png	46c3f29dbcf050e6db603d0cbff8faa3c28e21a2d3990463538582c3b8d7a32c	1071836750d1c340d0557c9707835f421672f1e558fb6452612d112cd3884e39	92dd98788dcd5e187314062be1b8f143a2c7a324306bf139a9fa6cdc71d5db75
026	1296	966	images/026_image.png	annotations/026_annotation.png	masks/026_mask.png	66172266843600f3eb8ac3773aa0ad1f74b3a3aee487aff45495d180637e3cdd	ff3b2938c5fe0297afec9db40029a9335a7e366e3b8e2a54ffe199f5298fb833	f84b0f3484754730fb1530161b46fc180ad5e995a61b3783fd5870fac52b1c6e
027	1296	966	images/027_image.png	annotations/027_annotation.png	masks/027_mask.png	bfa602c2012fdfad3a59474ffb22f8c46910a55a624fa4b8c0553960bb93364b	a19f8c5c95208d408905b046a72473880a31670a4e979005799378bc0ee8db2d	552ae573645cdd5c9e80ac29a7941fbbb4b389e9e076423b5701404fbad13f17
028	1296	966	images/028_image.png	annotations/028_annotation.png	masks/028_mask.png	dbc7399c50b1e7b301edb8bba41e3146b03d926056e49a35a195f55af67e0896	188c5074e90a5c4ee7fb02c4511b3a84f9bb0d93450ccf6a828e290a39ea66a5	3f54ee6c5d9cf3518d7872637d716ebc461c9f4d014465e9258a7a4f6261585c
029	1296	966	images/029_image.png	annotations/029_annotation.png	masks/029_mask.png	e76469d7a15f472f78c30948dec4a3df66038884b73127c2c1e8d46a82f66557	2ec4d3e64aea668dc8e4f34e826572660d025b1e10b2131b6fad229a06d00590	04cabeb00f8e24cad570457db23d96d3ae1d3446d4d65a53ed6e4d6f78bb0d28
030	1296	966	images/030_image.png	annotations/030_annotation.png	masks/030_mask.png	61b910bebb9dac03c8c446f1da8debf085ad6c2bd53ce4184ee7dfa85007cf05	3cb4b90f6b198e95d8761275071f88270d801f272f5c33daef85790d7c1b19e8	c28ef78678b3a348a134c753adc36a3d9df27b396883632403bfcb75bbbc7d94
031	1296	966	images/031_image.png	annotations/031_annotation.png	masks/031_mask.png	47e00d6e0e132e56bafb5d0a8f8b3e978d16af162bac27754c92a456673f7a32	b2bcc55d4c41be21d7eb145d0417654712f4703b69b133a6f6d71dbc6968bfb2	dd5d74654cf3efbbe956a5994b46f53ed84f4ce02cadc344540a4e69503f8847
032	1296	966	images/032_image.png	annotations/032_annotation.png	masks/032_mask.png	ccc9c0cfe9325eda20f27875465dd1dc4b5c8865dd9d77ef9e2fac672f1de089	9c3716f0387d678c0237f748345a82ed25e54921cd4b02284b278094f2add087	5aa80106be43e6e1f9f79c3479175441201a12b322ecb00fd7842f193410e8f3
033	1296	966	images/033_image.png	annotations/033_annotation.png	masks/033_mask.png	715995db4cf0a26b7ca9e0020809ec4628e59d32ede6b7e9e491c64a6b23ea97	4c4b641fb5312f5780cd2da3728bea32675e8d0d981d77bd3e225def0f612c19	4bb9d6958071cf2af06f227a826cf88403f867d504ae5f9480235bffa787bd7f
034	1296	966	images/034_image.png	annotations/034_annotation.png	masks/034_mask.png	3a74b45b32389f54897f6d73730133734842b2175fc909f451f3034bcc824273	3768dec9405d4001015b920221cd8af112fb5105c34ee6dc43d5c8529f0290dd	f538bc77e7e8c1806d9d500fce6630c38b45ce59489a1ba358bb13c504e74de6
035	1296	966	images/035_image.png	annotations/035_annotation.png	masks/035_mask.png	c48a016cf6cee6612748fbaa4a49cb54d578115492c7bd771552e46531d0859b	a9e44dc44931382941503a65376f04f4f39c7ba3d827beb10fb6da29f6502751	188ac0f54e1154cfe15d522d1bb8e452aa43bd7bad17f6ade1bf0116be26008a
036	1296	966	images/036_image.png	annotations/036_annotation.png	masks/036_mask.png	ce698d3a849403b11ed0359e7142c4def0a3d42fed56b19e1ee96a5e0f8d57c4	f34c15ba374e68048eedaf777cf23b08f8cd1f71cf76200d2f67d0010b437dd7	728e20998efce62b5c98c75b9ccb777e9c31bf84c0fab626038e368c17c60996
037	1296	966	images/037_image.png	annotations/037_annotation.png	masks/037_mask.png	7324deea745cdaf74f28efa87468fc583158b760826b5e4884e6cd0b58fff456	61ac075527649fc963ca7251bf0bdb571f4a26fe7c28041a5e225303ddafb8d5	c4135c1fdff6a3715f3b0e1c81cf6ee6acc6644abe02b9fc547a1fb1511ae2af
038	1296	966	images/038_image.png	annotations/038_annotation.png	masks/038_mask.png	39e869468d3a2b3ac2381ec7229706c72b226e5a4beb02b1b0b06d5e360db99a	4012707891281cad1ad183f513b6972c1c5c0d808f5b716d647fcd779edfc806	35bd778ca6bba109c89e109a523f4de14a658fabff3bde3f2c368f246c62be5a
039	1296	966	images/039_image.png	annotations/039_annotation.png	masks/039_mask.png	2ffbb6247ae5c7d0acd7fc615c264f4e682df93e49bbb804e6b1642d19e345df	4a2042e1c2539f78bcc7e8dc2389bd3580d78ccffe5409339e6b24c6876d7c28	11f7ea08c562c9ea5f4cc0320ea2dee4f6da0c966360cc78ed9c5ae94bb3e3a8
040	1296	966	images/040_image.png	annotations/040_annotation.png	masks/040_mask.png	82c5a85846a33a8349acb7169651c58ab9a28cf2065e9f49d407764e61e5c9bc	80e214be082eeaa9ad072bd07a93b7c9e0753c91796ce7e04779bbeffe1bd8f4	26aee9be974be3f57d97a93dd78d2e0fa6770679cebc1b46865cbd571de45d1c
041	1296	966	images/041_image.png	annotations/041_annotation.png	masks/041_mask.png	05eb4e9e2a9e1e37ed53bdf0331ca96de750802cc37f9cd8a1c786fd88044fb0	0ddcd230dfed08580d6f0a173970987da9565a53bf5a24838188b8509e4ef453	2b49648b6ec6e1186bedd56ffc8dc72f535fc16e07873b9d2685202bc5654a15
042	1296	966	images/042_image.png	annotations/042_annotation.png	masks/042_mask.png	666645814ff1b549de0893e0981b37bc56631b6a9fa3479a666d7c8822f936f0	604002507b977fcb75d53accbf14f4cd599d3372164398d5a8ab607041719026	c4de44d3358e15a39f143200b5c83b5eb3a1e72f762219bff7f6c95d3d4ff85d
043	1296	966	images/043_image.png	annotations/043_annotation.png	masks/043_mask.png	6282240c74215382e99b58b5116e6ae001b62b42b1521aa3b8eac70f7ee29789	506db11278b3b5d30d9d941ef4426a49be79d848e400da8672cb0a1927c885a9	f5dc4106fb7c72d749ade1c1d94c2519c534de287a83d1eec1b4f19e58d02324
044	1296	966	images/044_image.png	annotations/044_annotation.png	masks/044_mask.png	dfab4a755d675c17567d9a74ac6d5023bc64aab7f13b0bf2749c5a11c011e2b9	82ccd8d21ed512db458f4b041104f403d240d65620f8e339a88512b14d61a728	c7a0f6f70a9554e2ae2d4b3abc5f32b3b567024bba7939cc172115b4ff4379c5
045	1296	966	images/045_image.png	annotations/045_annotation.png	masks/045_mask.png	2910766efa8b880b115eb5561603e1fdfdfef0e7fe695cef7aa5a2a8c769884c	8303c68a5f229cb439c95ec7d4b7d804e7d78b066e3622773dac696e83b8b2e2	290f7132ed5ee32c8970c09eb74ad4396d57a4eadc23828ed9bb8c4f8c94e0ea
046	1296	966	images/046_image.png	annotations/046_annotation.png	masks/046_mask.png	ab479362110fe73502874e95605a232dbdd0cc2945a2090ef185fdc1a2e7173b	f5b8e308ad24b49879bf43d322de139b46881715901cc66a8189c04e3f03a5b4	efe0975d430801228883b5263f805faf3f8e34fae60db79db77696e841600fa2
047	1296	966	images/047_image.png	annotations/047_annotation.png	masks/047_mask.png	64d48da40edc4ff44988e2cf1abc5a466f36d278bb07c0b91cfd07889b6fb71c	165642e1d27494d1e64767658c7289e837b0d625477e22ac457522298efa6fe3	655573ed6b3f9c8e49f04607115107ddf41352ad787064237cb3b19a5883af26
048	1296	966	images/048_image.png	annotations/048_annotation.png	masks/048_mask.png	8ad88e23c85d5e582c267b14f4b8209460fc95ca42a7b7b49dadd76dab51f434	7d3b12ed0d0c8f57bf30f5dbbeb96ade2df23e73d0ee8f5db6913f5d5b31c5e6	5521cf814781974d7b8c7d36995c91183c2eff96201b9e4b63f4cc0fe7baa7a7
049	1296	966	images/049_image.png	annotations/049_annotation.png	masks/049_mask.png	5e1abed947b774f51519660cd2ca49937ad3fec1c1773bf5fd87cbbb5e424075	dcfbeb77c152397ddb0c50ce879dce4f994fb4172bf73a0c946ee56d02116caf	8c3293ca48826c022fa3dfa02922a4c8b8af0c5f74c8b330f507d963cd61bc5e
050	1296	966	images/050_image.png	annotations/050_annotation.png	masks/050_mask.png	91d668900281b7540b41deef363560233a0c040b79c37df5e592656ad7df022c	c88b891b434dd6d09fa325f3ae499021cefd1de5d60c1dd1a1af91c3fceb5a35	0c41ab9efcdfe69247e1f97e6d1ae1adc60573992ec0da7edaa50bbd74474167
051	1296	966	images/051_image.png	annotations/051_annotation.png	masks/051_mask.png	ed54e410c0ee7f06976a5f625340a6a7c627fd9caea2595677d98235fbd93670	287c559de4c5e8de7da535e0eccf2889415d363c461ee47fdb4c3385571e97bd	717be5ecf996d1558cded0903af3ce4a91818b497f88fbb885e7bad019724e4a
052	1296	966	images/052_image.png	annotations/052_annotation.png	masks/052_mask.png	b83ec6edb0dc0976722d6bdfc4e1d98431a2fd75f81a481fd7e35f4db499cbdf	63fb21d3f94e987aea4641223217bef9e382bbf7a12f0b116045b8510498b32a	aff0221e61ff9b25318ae93bbd7c6ec85de4c5d520ba259973c5c9f3fc1a7fb2
053	1296	966	images/053_image.png	annotations/053_annotation.png	masks/053_mask.png	30415febd8b9714e6dfce2a3237aee045631d1e318206dc592e231b38a0d9ec4	677d891226b2a3d5203782504ce8d4da8129359662cb8fe9f65ef0e3e730d9c7	d72b9767bacde7efdc5a2cb854b276d962ef6e1365e44eb885107103d71261f9
054	1296	966	images/054_image.png	annotations/054_annotation.png	masks/054_mask.png	15da86568933da2478b6c822a859c3078a14c3d2a70ea8fd89ed6aba7839099d	82ae78356147669ab28e9d4ac8bcec2c060a65eda3f265105fc7dedd9c9bcb8a	9335a7245cc1d693a24054347fc96ab96330f6b4560ce0814c9c216b22160b8d
055	1296	966	images/055_image.png	annotations/055_annotation.png	masks/055_mask.png	0421c84bdc96ecc64c05df38dd3c58f82586b271c3e43c7bbacb95948fa38b57	da753ae8eceef899b5a8015f5151f1f08b2007a60c03c9097d0ffe0d63dd9e71	8a121030a0ca1e4608ec66a1b398838a0896439dbbe14ef28aba6ba328cb085c
056	1296	966	images/056_image.png	annotations/056_annotation.png	masks/056_mask.png	1ba8d90c1e490c58d4e2c6e5c678667476f8e69923eea4abc2b2cbf5af5fe25a	b8002dc8d888f78d35636b1810650aaf7209379f5205b044074980e8d75192b8	8e13d25ba39269065711a81023d7f542b07bfc88effbb5e4e611d3df05fa3192
057	1296	966	images/057_image.png	annotations/057_annotation.png	masks/057_mask.png	ad634c9fad966fdc31f16ce0efd82546bd23b1ccdfab8a28c85485b285511254	b1d53186ef0c7b08bf1ca51dee4e593427e91c74b9d9c8db580f8e66aa259dd2	2b0f286d067f842b6077e3ab8f7bdafdf58097c3a7c9af4b49fbbcf50b24de67
058	1296	966	images/058_image.png	annotations/058_annotation.png	masks/058_mask.png	625948a51c869515fa8cf9f9028dbd31ca98477b0654655bb4fdca55fc021b1e	ecff52976252b5ab8c4d670b79675fe5d374c4ba22d1a84b1081e24ac7369614	bc65d2efb8291e702e3efd7d728ada21dba6d5793b75edfbbc8d3e8662e0d0bd
059	1296	966	images/059_image.png	annotations/059_annotation.png	masks/059_mask.png	c81cef012ce8f1b5faacf07b418afc74af79bfd7e99ba7ab5c045b7812c6b077	db4c186b2dbdae048b43be5675e394f058d629039361939c238c8d19fd438a73	35ffcb165537f680a0251f5cfce2b8e32507593491fd091e8f823f3c8f042e8c
060	1296	966	images/060_image.png	annotations/060_annotation.png	masks/060_mask.png	f76a60e49c91c763fa65f1cd511ed50f19053483a4f7724b314cd2851dd9e791	543ea72299e41378059cb7d20408a2b31bb355c1a906981c7abc5d1ca01197a4	e64eef5aaef322bd8532023dde6dfed691e3866efcac0c82f4bd8b19229c34ab
